id$Name$Adress$Horari$Telèfon$Email$Web
1$Associació Catalana per la Pau$Via Laietana, 16, 1er 08003 Barcelona$10 a 14 hores i 16 a 19 hores, de dilluns a divendres$933 188 444$info@acpau.org$http://www.acpau.org
17$AEiG Mare de Déu de Montserrat$Carrer de Sant Joan de la Salle, 3 08022 Barcelona$Dissabte de 10 a 13 h$-$marededeudelamerce@escoltesiguies.cat$No web found
18$AEiG Sant Ferran$Carrer d'Aldana, 1 08015 Barcelona$Dissabtes de 17 a 20 h$-$santferran@escoltesiguies.cat$aeigsantferran.com
19$AE SAGARMATHA$Turó Blau, 12 08016 Barcelona$http://www.aesagarmatha.cat$No phone found$No email found$No web found
20$AGAPE$Sant Fructuós, 2 baixos 08004 Barcelona$De dilluns a divendres de 9 a 17h.$934 243 031$info@agape.org$http://www.agape.org
21$Associació Internacional Joventut Idente$Carrer de Còrsega, 372, 6è 1a 08037 Barcelona$De dilluns a divendres de 17 h a 20 h$932 469 875$barcelona@juventudidente.org$https://juventudidente.org/
22$$Vallespir, 162 08014 Barcelona$http://www.maristes.org/mirall$No phone found$No email found$No web found
23$Associació de Joves Escriptors en Llengua Catalana - AJELC$Carrer de la Canuda, 6, 5è 08002 Barcelona$Dll de 17 a 19h, de dm a dv de 12 a 14h$933 015 938$jovesescriptors@gmail.com$http://www.ajelc.cat/
24$Acció Jove - Joves de Comissions Obreres de Catalunya$Via Laietana, 16 08003 Barcelona$De dilluns a divendres de 9 a 14 h i de 16 a 19 h$934 812 724$acciojove@ccoo.cat$https://www.ccoo.cat/aspnet/accio_jove.aspx
25$Associació Catalana de l'Hemofília$Via Laietana, 57, 1r 1a 08003 Barcelona$De dilluns a divendres de 9 a 14 h i de 16 a 19 h$933 014 044$info@hemofilia.cat$https://www.hemofilia.cat/
26$IEEE Barcelona Student Branch$Carrer de Jordi Girona, 1-3,  Edifici Omega, S-105 08034 Barcelona$Sense horari fix$934 137 656$ieeebcnsb@gmail.com$http://ieee.upc.es
27$Cineclub Enginyers - ETSEIB$Diagonal, 647 08028 Barcelona$No tenen horari fix$934 016 558$cineclub.enginyers@gmail.com$http://lataulaquadrada.blogspot.com.es/
28$Delegació d'Alumnes de Telecomunicacions$Jordi Girona, 1-3  Edifici Omega, despatx 002 Campus Nord UPC 08034 Barcelona$Sense horari fix$934 137 670$dat.telecos@upc.edu$https://dat.upc.edu/
29$Delegació d'Alumnes de l'Escola de Camins - DAEC UPC$Carrer de Jordi Girona, 1-3, Campus Nord, Edifici Omega 001 08034 Barcelona$De 8 a 20 h$934 137 663$daec.camins@upc.edu$http://daec.camins.upc.edu/
30$Associació Cultural l'Oasi$Carrer de Jordi Girona, 1-3,  Edifici Omega, despatx 103 08034 Barcelona$Tot els dies lectius$934 137 661$oasiupc@gmail.com$https://www.fib.upc.edu/es/la-fib/vida-universitaria/asociaciones/loasi-associacio-cultural-de-la-fib
31$Telecogresca$Jordi Girona, 1-3,  Edifici Omega, despatx 106 08034 Barcelona$De dilluns a dissabte de 9 a 20 h.$934 137 662$telecogresca@telecogresca.com$http://www.telecogresca.com
32$Moviment de Centres d'Esplai Cristians Catalans - MCECC$Carrer de Numància, 149-151 08029 Barcelona$De dilluns a dijous de 9 a 18.30 h i divendres de 9 a 15 h$934 100 100$secretaria.mcecc@peretarres.org$http://www.peretarres.org/mcecc
33$YMCA Barcelona$Jaén, 7-15 08012 Barcelona$De dilluns a divendres de 8.30 h a 19 h$932 853 475$barcelona@ymca.es$http://www.ymca.es
34$Esplai Boix$Carrer de Rocafort, 236 08029 Barcelona$Dissabtes de 16.30 a 19.30 h$-$boix@ceboix.org$http://www.ceboix.org
35$La Nivaira - Esplai i Centre Juvenil$Carrer de Rocafort, 42 08015 Barcelona$Divendres 17:00 - 19:00 // Dissabtes 17:00-20:00$934 231 234$lanivaira.rocafort@salesians.cat$http://www.lanivaira.cat/
36$$Plaça de les Caramelles, 2, baixos 08001 Barcelona$clubipi.lleure@gmail.com$http://clubipi.org/$No email found$No web found
37$FCC$Pl. Víctor Balaguer, 5 08003 Barcelona$http://www.josepanselmclave.cat/$No phone found$No email found$No web found
38$$Comte Borell, 307 08029 Barcelona$Sense horari especificat$No phone found$No email found$No web found
39$UEC Barcelona$C/ d'Entença, 22, L'Eixample 08015 Barcelona$Dilluns, dimecres i divendres de 19h a 21h$934545855$secretaria@uecbarcelona.org$http://www.uecbarcelona.org/
40$MJS$Passeig Sant Joan Bosco, 24 08017 Barcelona$Sense horari especificat$No phone found$No email found$No web found
41$Fundació Món-3$Avinguda Diagonal, 690 - Facultat d'Economia i Empresa 08034 Barcelona$De dilluns a divendres de 10 a 17 h$934 024 325$mon-3@pangea.org$http://www.mon-3.org
42$Joventuts Musicals de Barcelona$Passeig de Gràcia, 108 08008 Barcelona$9h a 14h$931253657$jmb@jmbarcelona.com$http://www.jmbarcelona.com
44$Fundació Trinijove$Turó de la Trinitat, 17 08033 Barcelona$De dilluns a dijous de 9 a 20 h, i els divendres de 9 a 15 h$933 459 221$fundacio@trinijove.org$http://trinijove.org/
45$Ateneu del Clot - La Farinera$Carrer de la Muntanya, 16, bis 08026 Barcelona$De dilluns a dijous de 17:30 a 20:30h. · Divendres de 10:00h a 13:00h i de 17:30 a 20:30h.$932 329 908$ateneudelclot@gmail.com$http://ateneudelclot.com/
46$Noves Generacions del Partit Popular - NNGG$Carrer del Comte d'Urgell, 249, baixos 08036 Barcelona$De dilluns a divendres de 18 h a 20 h$933 654 000$nnggbcn@hotmail.com$http://www.nngg.org/
47$Centre Cuïlla$Pedraforca, 2-6 08033 Barcelona$De dilluns a divendres de 17 a 20 h$933 595 576$pes.santbernat@salesians.cat$https://www.salesianssantjordi.org/es/cruilla-es/
48$$Carrer de la Diputació, 276, principal 08009 Barcelona$http://www.omnium.cat$No phone found$No email found$No web found
49$Amics de la Unesco Barcelona$Carrer Mallorca, 207, principal 08036 Barcelona$Horari d'atenció al públic: de dilluns a dijous de 17 a 20:30 hores$934 520 552$info@amicsunescobarcelona.cat$http://www.amicsunescobarcelona.cat/
52$Ràdio Bronka$Carrer de Jaume Pinent, 61 08042 Barcelona$Diversos$933 594 900$rbronkamusica@sindominio.net$http://radiobronka.info/ca/
53$Contrabanda 91.4 FM$Madoz, 6  2on 2ª 08002 Barcelona$930 139 533$contrabanda@contrabanda.org$No email found$No web found
54$Centre Excursionista de Catalunya$Carrer del Paradís, 10 08002 Barcelona$De dilluns a divendres de 10:30 a 13:00 h i de 16:30 a 21:30 h$933 152 311$cec@cec.cat$http://www.cec.cat
55$Coordinació Catalana de Colònies Casals i Clubs dEsplai - CCCCCE$Carrer de Numància, 149-151 08029 Barcelona$De dilluns a dijous, de 9 a 18.30 h. Divendres, de 9 a 14 h.$934 100 100$secretaria@coordinaciocatalana.org$http://www.coordinaciocatalana.org/
56$Fundació Pere Tarrés$Carrer de Numància, 149-151 08029 Barcelona$De dilluns a dijous de 9 a 18.30h. Divendres de 9 a 15h.$934 301 606$fundacio@peretarres.org$http://www.peretarres.org
57$Joventut Alegre de Sarrià - JAS$Carrer Arquitecte Mas, 3, Baixos 08034 Barcelona$Dissabte tarda$670 849 438$patriciacanelaribas@gmail.com$http://www.joventutalegredesarria.com/
58$Secretariat de Joves la Salle Catalunya$Carrer de Sant Joan de la Salle, 42 08022 Barcelona$Dimecres 9h-13h; 15h-17h, Dijous 15h-18h$934 183 500$joves@lasalle.cat$http://www.lasalle.cat/joves
59$$Diputació, 429, entl. 2a 08013 Barcelona$Sense horari especificat$No phone found$No email found$No web found
60$$Mare de Déu del Pilar, 16-18 08003 Barcelona$Sense horari especificat$No phone found$No email found$No web found
61$LaFede.Cat - Organitzacions per la Justícia Global$Carrer de les Tàpies, 1-3 08001 Barcelona$De dilluns a dijous, de 16 a 19 h$934 422 835$informacio@lafede.cat$http://www.lafede.cat/
62$JNC Barcelona$Carrer del Diluvi, 10 08012 Barcelona$9-14h i 15h - 20h$684 33 73 17$jnc@jnc.cat$http://www.jnc.cat
63$Jovent Republicà$Carrer de Calàbria, 166 08015 Barcelona$Sense horari fix$933 171 513$info@joventrepublica.cat$http://joventrepublica.cat/
64$Joves d'Esquerra Verda - JEV$Carrer de la Marina, 131 08013 Barcelona$De 10 a 14 h$933 105 850$jev@joves.cat$http://joves.cat/
66$Associació de Joves Estudiants de Catalunya - AJEC$Carrer de la Junta de Comerç, 26, baixos 08001 Barcelona$De 10 a 14 h i de 16 a 19 h$933 185 108$ajec@ajec.cat$http://www.ajec.cat
67$Associació d'Estudiants de Ciències de la Salut - AECS$Carrer Major de Can Caralleu, 1-7 08017 Barcelona$Horari d'Atenció a l'estudiant: DIMECRES 15:00 a 19:00 i DIVENDRES 10:30 a 14:00 (mirar web)$932 032 534$president@aecs.org$http://aecs.org/
68$AE Pere Rosselló$Passatge de Mulet, 4 08006 Barcelona$Dissabte de 16.30 a 19 h$932 378 659$ae.pererossello@gmail.com$No web found
69$Centre Excursionista Els Blaus (CEEB)$Cornet i Mas, 15 08017 Barcelona$De dilluns a divendres de 19 a 21.30 h$932 031 228$secretaria@elsblaus.cat$http://www.elsblaus.cat
70$ARPNB$Rio de Janeiro, 100 08016 Barcelona$Sense horari especificat$No phone found$No email found$No web found
71$IAESTE Catalunya$Carrer Sor Eulàlia dAnzizu s/n - Campus Nord UPC Mòdul A3  S105 08034 Barcelona$Sense horari fix$934 017 071$info@iaeste.cat$http://www.iaeste.eshttp://iaeste.es/contacto/delegacion-de-catalunya/
72$Sindicat d'Estudiants dels Països Catalans - SEPC$Carrer de Sardenya, 256-260, local 1 08013 Barcelona$De dilluns a divendres de 16 a 19 h$935 542 180$info@sepc.cat$http://www.sepc.cat
73$Club de Rol Kritik$Carrer de Dolors Masferrer, 33-35 08028 Barcelona$De dilluns a dissabte de 18 a 22 h$932 916 499$clubkritik@hotmail.com$http://clubkritik.blogspot.com.es/
74$Federació Nacional d'Estudiants de Catalunya$Galileu, 261, entresòl dreta 08028 Barcelona$934 546 174$fnec@fnec.cat$No email found$No web found
75$Sindicat d'Estudiants$Carrer de la Reina Amàlia, 6, Baixos - Esquerra 08001 Barcelona$De dilluns a divendres de 17 a 20 h$933 248 325$barcelona@sindicatdestudiants.net$http://www.sindicatdestudiants.net/
76$Associació Independent de Joves Empresaris de Catalunya - AIJEC$Av. de Josep Tarradellas, 38 08029 Barcelona$No tenen horari fix$935 399 240$aijec@aijec.cat$http://www.aijec.cat
77$Jove Cambra Internacional de Catalunya$Carrer Pintor Ribalta, 13 08028 Barcelona$De dilluns a dijous de 9h a 18h i divendres de 9h a 15h$665930420$gerencia@jci.cat$http://www.jci.cat/
78$Esplai la Flor de Maig$Rambla del Poblenou, 77-91 08005 Barcelona$De dilluns a divendres de 16.30h a 20.00h.$933 009 866$esplailaflordemaig@hotmail.com$No web found
79$Unió de Joves Pagesos de Catalunya$Ulldecona, 21-33 08038 Barcelona$De dilluns a divendres de 8 h a 15 h$932 680 900$joves@uniopagesos.cat$http://www.uniodejovespagesos.org
80$Fundació Ferrer i Guàrdia$Carrer d'Avinyó, 44, 1r 08002 Barcelona$Dilluns a divendres de 9 a 18 h$936 011 644$fundacio@ferrerguardia.org$http://www.ferrerguardia.org/
81$Arquitectura Sense Fronteres$Carrer de Múrcia, 24 08027 Barcelona$De dilluns a divendres de 9 a 14 h i de 16 a 20 h$931 762 726$catalunya@asfes.org$http://catalunya.asfes.org
82$Agrupament Escolta Sant Francesc Xavier$Carrer de la Plana, 10, 1r pis 08032 Barcelona$Dissabtes de 16:30 a 20:00. Sortides mensuals de cap de setmana. Campaments de primavera i d'estiu,$-$agrupamentsfx@gmail.com$No web found
83$Salesians Martí - Codolar$Av. Cardenal Vidal i Barraquer, 8-12 08035 Barcelona$Dilluns, dimarts i dijous: 9-14 h. Dimecres i divendres: 16-20 h$934 072 330$pes.codolar@salesians.cat$http://www.cjmarticodolar.org/
84$AEiG Sant Antoni Abat$Carrer de la Cera, 46 08001 Barcelona$Dissabte de 16.30 a 19 h$934 417 789$aeigsaa@gmail.com$http://www.elcaudesantantoni.com/
85$AEiG Montserrat-Xavier$Carrer de Leiva, 41 08014 Barcelona$Els caus es realitzen els dissabtes de 17 a 20 h, excepte els dies que hi ha excursions.$933 403 450$aeig.monxa@gmail.com$http://aeigmontserratxavier.blogspot.com.es/
86$AEiG Mn. Puig i Moliner$Plaça de Bonet i Muixí, 5 08014 Barcelona$Dissabtes de 16.30 a 19 h.$-$puigimoliner@escoltesiguies.cat$https://puigimoliner1.wixsite.com/aeg-puig-i-moliner
87$AEiG Sant Ignasi$Carrer d'Eduardo Conde, 22 08034 Barcelona$Dissabte de 16 a 19 h$-$santignasi@escoltesiguies.cat$No web found
88$AEiG Pere Quart$Passeig de Sant Gervasi, 66 08022 Barcelona$Dissabtes de 16.30 a 19.$-$perequart@escoltesiguies.cat$No web found
89$AEiG Perot Guinarda$Plaça de Salvador Riera, 2 08041 Barcelona$dissabte de 10 a 13h$630 444 875$perotguinarda@escoltesiguies.cat$http://aeigperotguinarda.org/
90$AEiG Pare Bertran$Carrer de Sant Sebastià, 55 08030 Barcelona$Dissabtes de 16 a 19 h$933 403 450$parebertran@escoltesiguies.cat$https://aeigparebertran.wixsite.com/1965/agrupament
91$AEiG Sant Pius Xè$Carrer Pardo, 5 08027 Barcelona$Dissabte 16.30 a 19.30 h$933 403 450$santpiusx@escoltesiguies.cat$http://www.aeigsantpiusx.blogspot.com.es
92$AEiG K-2 - Godwen Austen$Carrer de la Muntanya, 16 08026 Barcelona$Dissabte de 17 a 20 h$933 403 450$aeigk2@gmail.com$https://aeigk2.weebly.com/
93$AS Rabindranath Tagore$Carrer de Casanova, 175, baixos 08036 Barcelona$Dissabtes de 16 h a 19 h$-$agrupament.tagore@gmail.com$http://asrtagore.org/
94$AEiG Ítaca$Carrer de Mallorca, 106 08029 Barcelona$Dissabtes de 16 a 19 h$655 199 478$cauitacabcn@gmail.com$https://cauitacabcn.wordpress.com/qui-som/
95$CJP El Bon Recer$Carrer del Consell de Cent, 116 08015 Barcelona$De dilluns a divendres de 17 a 20 h i diumenges de 16.30 a 19 h$626 360 917$esplai@elbonrecer.org$http://www.elbonrecer.org
96$Esplai Oriols$Carrer de Villarroel, 83 08011 Barcelona$Dissabtes de 10 a 13 h$-$esplaioriols@gmail.com$http://esplaioriols.blogspot.com
97$Associació Juvenil Esplai Sant Miquel$Carrer del Rosselló, 175 08036 Barcelona$Dissabtes de 16.00 a 19.00 h$645 029 120$esplaisantmiquel@gmail.com$https://esplaisantmiquel.wordpress.com/
98$Esplai Xiroc$Carrer d'Alí Bei, 120 08013 Barcelona$Esplai els dissabtes de 16.30 a 19.30 h$932 376 675$esplaixiroc@gmail.com$https://esplaixiroc.wordpress.com/
99$Casal de Joves Xiroc$Carrer d'Alí Bei, 104 08013 Barcelona$De dilluns a divendres de 18 a 22 h$932 320 613$xiroc@casaldejoves.org$https://cjxiroc.wordpress.com/
100$AE Antoni Gaudí$C/ de Mallorca, 424-432 08013 Barcelona$Dissabtes de 17:00 a 19:00$608 559 179$aeantonigaudi@agrupaments.escoltes.org$https://aeantonigaudi.org/
101$Centre d'Esplai Xerinola$Carrer del Poeta Cabanyes 80 08004 Barcelona$Dissabtes de 16.30 a 19.30 h.$634 107 079$ce.esplaixerinola@gmail.com$https://ceesplaixerinola.wixsite.com/esplaixerinola
102$Coordinadora d'Activitats de Grups de Rock de La Sedeta$Carrer de Sicília, 321 08025 Barcelona$De dilluns a divendres de 18 a 22 h i dissabte i diumenge de 16 a 22 h$936 315 572$locals@sedetarock.com$http://www.sedetarock.com
103$AE Rakxa$Carrer de Pallars, 272 08005 Barcelona$Dissabtes de 17:00 a 19:30$934 854 824$aerakxa@gmail.com$No web found
104$AE Skues$Carrer de Begur, 8 08028 Barcelona$Dissabtes de 16.30 a 19.30 h$603047333$aeskues@gmail.com$https://skues.wordpress.com/
105$Creu Roja Joventut$Carrer de Joan d'Àustria, 120 08018 Barcelona$De dilluns a divendres de 9 a 14 h i de 15 a 19 h$933 006 565 ext$crjbarcelona@creuroja.org$http://www.creurojajoventut.org/
108$$Pl. Ferran Reyes, 2 08027 Barcelona$http://centreobertdonbosco.blogspot.com.es/$No phone found$No email found$No web found
109$Associació per a joves Teb$Dels Salvador, 6, baixos 08001 Barcelona$Sense horari especificat$No phone found$No email found$No web found
110$Acció Escolta de Catalunya$Carrer d'Avinyó, 44, 1er 08002 Barcelona$Matins de dilluns a divendres de 10 a 14h. I de 16h a 20h. I tardes de dilluns a dijous de 16h a 20 h$936 011 643$accioescolta@accioescolta.org$http://www.accioescolta.cat
111$Demarcació del Barcelonès - Minyons Escoltes i Guies de Catalunya$Passeig de Fabra i Puig, 260, 4t. 08016 Barcelona$De 10.30 h a 13.30 h i de 15 h a 17 h.$933 982 449$barcelones@escoltesiguies.cat$https://demarcacions.escoltesiguies.cat/barcelones
112$Federació catalana d'esports per a disminuits psíquics ACELL$Gran Via de les Corts Catalanes, 645, 9ena planta 08010 Barcelona$administracio@federacioacell.org$http://www.federacioacell.org$No email found$No web found
113$Dincat$Carrer de Joan Güell, 90-92 08028 Barcelona$934 901 688$info@dincat.cat$No email found$No web found
114$Esplais Catalans - Esplac$Carrer d'Avinyó, 44, 2on pis 08002 Barcelona$De dilluns a dijous 9h a 14h i de 15h a 18h i divendres de 9h a 14h$933 026 103$esplac@esplac.cat$www.esplac.cat
115$Federació de Centres Juvenils Don Bosco de Catalunya$Plaça d'Artós, 4 08017 Barcelona$De dilluns a divendres de 9 a 14 h$932 065 910$info@federaciodonbosco.com$http://www.federaciodonbosco.com/
116$Escola d'Educadors de Creu Roja Joventut Catalunya$Carrer de la Fusina, 6 08003 Barcelona$De dilluns a dijous de 9 a 14 h i 16 a 18 h i divendres de 9 a 14 h$933 102 804$escolaeducadors@creuroja.org$http://www.creurojajoventut.org/educadors/escola_educadors.asp
117$Escola Lliure El Sol$Av. de les Drassanes, 3 08001 Barcelona$De dilluns a dijous de 9:30 h a 14:30 h i de 15:30 h a 18 h. Divendres tarda tancat.$934 817 383$elsol@escolaelsol.org$http://www.escolaelsol.org/
118$Servei Africà de Solidaritat - SOS Àfrica$Rda. Universitat, 20  1er 2ª 08007 Barcelona$No fixe$931 651 016$info@sosafrica.org$http://www.sosafrica.org/
119$Setem Catalunya$Bisbe Laguarda, 4 08001 Barcelona$De dilluns a divendres de 10 a 13 h i de 17 a 20 h.$934 415 335$catalunya@setem.org$http://www.setem.org/catalunya
120$Solidaritat per al Desenvolupament i la Pau - SoDePau$Carrer d'Arenys, 41 08035 Barcelona$De dilluns a divendres de 9 a 14 h i de dilluns a dijous de 16 a 19 h$933 010 171$sodepau@sodepau.org$http://www.sodepau.org/
122$Associació In Via$Amistat, 15, baixos 08005 Barcelona$De dilluns a divendres de 9 a 18 h. També tenen servei 24 hores$932 155 626$invia@invia.cat$https://www.invia.cat/
124$Centre d'Esplai Druida$Carrer del Vesuvi, 35 08016 Barcelona$De dilluns a dissabte de 16 a 20 h$663 958 136$esplai@druida.cat$http://druida.cat/
125$Unitat d'Escolaritat Compartida$Pedraforca 2-4 08033 Barcelona$matí i dues tardes$933 595 576$pes.stbernat@salesians.cat$http://www.centrecruilla.com
126$AEiG Anselm Albareda$Carrer de Sardenya, 368 08025 Barcelona$Dissabtes de 16.30 a 19.30 h a lescola pública Fructuós Gelabert, al carrer Sardenya 368.$933 403 450$anselm.albareda@gmail.com$http://anselmalbareda.wixsite.com/anselmalbareda
127$AE Azimut$Passatge d'Aloi, 14 08041 Barcelona$Els dissabtes de 17 a 20 h$637 034 845$agrupament.escolta.azimut@gmail.com$http://www.aeazimut.org
128$Moviment Infantil i Juvenil d'Acció Catòlica - MIJAC$Carrer de Tapioles, 10 08004 Barcelona$Divendres de 18h a 20h$933 012 334$mijaccb@gmail.com$http://www.mijaccb.org/wordpress/
129$AE Can Baró$Carrer de Josep Serrano, 59-71 08024 Barcelona$Dissabtes de 16.30 a 19.30 h$-$aecanbaro@gmail.com$No web found
130$AE Mafeking$Carrer de Peris i Mencheta, 26 08032 Barcelona$Dissabtes de 16 a 19 h.$610 999 525$mafeking30@gmail.com$http://www.aemafeking.wordpress.com
131$MIJAC Sant Andreu$Carrer del Pont, 3 08030 Barcelona$Diversos$933 450 959$mijacsas@gmail.com$https://mijacsantandreu.jimdofree.com/
132$MIJAC TRINITAT NOVA$Palamós, 49,  Bxos. 08033 Barcelona$http://www.mijactn.entitatsbcn.net$No phone found$No email found$No web found
133$AEiG Pau Claris$Carrer de Viladomat, 2 08015 Barcelona$Dissabtes de 16.30 h a 19.30 h$637 892 853$pauclarisaeig@gmail.com$https://aeigpauclaris.wordpress.com/
134$AEiG Rudyard Kipling$Passatge Lluïsa Vidal, 16 08026 Barcelona$dissabtes de 16 h a 19 h$933 403 450$kipling@escoltesiguies.cat$https://kiplingweb.org/
135$AEiG Gregal$Carrer de les Monges, 27-33 08030 Barcelona$Dissabtes de 16.30 a 19.30 h$-$gregal@escoltesiguies.cat$https://rotger95.wixsite.com/gregal
136$AEiG Bonanova - Sant Joan Bosco$Carrer de Sant Joan de la Salle, 33 08022 Barcelona$Dissabtes de 16 a 19.30 h$933 403 450$bonanovajoanbosco@escoltesiguies.cat$http://www.escoltesiguies.cat
137$MIJAC TRINITAT VELLA$Turó de la Trinitat, 30 08033 Barcelona$Sense horari especificat$No phone found$No email found$No web found
138$$Mare de Déu de Lorda, 1-3 08033 Barcelona$Sense horari especificat$No phone found$No email found$No web found
139$AEiG Santa Maria-Santa Agnès$Carrer de Manacor, 1 08023 Barcelona$Dissabte de 16 a 19 h$-$santes@escoltesiguies.cat$https://www.aeigsantes.com/
140$Justícia Alimentària VSF$Floridablanca, 66-72 08015 Barcelona$De dilluns a divendres de 9 a 14 h i de 16 a 19 h$934 237 031$info@justiciaalimentaria.org$https://cat.justiciaalimentaria.org/
141$Coordinadora Diables de Barcelona$Casal de barri Can Travi, Av. del Cardenal Vidal i Barraquer, 45, 08035 Barcelona$De 9 a 13 h i de 16 a 20 h$628 704 220$coordinadorabarcelona@gmail.com$http://coordinadora-de-colles-de-diables-i.negocio.site/
142$JCI Catalunya$Carrer del Pintor Ribalta, 13, local 2 08028 Barcelona$De dilluns a divendres de 9 a 14 h$934 470 705$secretaria.tecnica@jci.cat$http://www.jci.cat
143$Federació de Grups Amateurs de Teatre de Catalunya$Gran Via de les Corts Catalanes, 608, 1r A 08007 Barcelona$Dilluns, dimecres i divendres de 22 a 2 h i dimarts i dijous per la tarda de 16 a 20 h$933 171 809$administracio@teatreamateur.cat$http://www.teatreamateur.com
144$AE Montserrat$Carrer del Vallespir, 160 08014 Barcelona$Dissabtes matí i tarda$934 908 625$aemontserrat@maristes.cat$https://aemontserrat.org
145$Grup Scout Makarenko$Carrer dels Agudells, 37-45 08032 Barcelona$Dissabtes 16:45 a 19:00$692 34 49 55$secretaria.makarenko@gmail.com$http://scoutsbarcelona.es
146$AEiG Joan Maragall$Carrer dels Madrazo, 92 08021 Barcelona$Dissabtes de 16 a 19 h$933 403 450$joanmaragall@escoltesiguies.cat$http://demarcacions.escoltesiguies.cat/barcelones
147$AEiG Estrella del Mar$Av. de Madrid, 107 08028 Barcelona$Dissabtes de 16 a 19 h$-$estrelladelmar@escoltesiguies.cat$https://a-e-estrelladelmar.webnode.es/
148$AEiG Mare de Déu de Núria$Carrer de la Diputació, 277 08007 Barcelona$Cada dissabte a la tarda de 17 a 19.30 h$933 403 450$info@aeignuria.com$No web found
149$AEiG Montnegre-Josep Carner$Carrer de Santa Magdalena, 14 08012 Barcelona$Dissabtes de 16 a 19.30 h$-$montnegrejosepcarner@escoltesiguies.cat$http://www.aeigmontnegrejosepcarner.com/
150$Casal de Joves de Prosperitat$Avinguda de Rio de Janeiro, 100 08016 Barcelona$De dilluns a dijous de 18 a 22.30 h i divendres de 18 a 02 h$933 505 938$cjprospe@gmail.com$http://www.cjprospe.net/
151$AE Terra Nova$Carrer de Provença, 591-593 08026 Barcelona$Dissabte de 16.30 a 19.30h.$934 357 376$aeterranova@gmail.com$http://aeterranova.org/tn/
152$Club de rol la Cofradia$Carrer de Santa Fe, 2 bis 08031 Barcelona$2on i 4t. dissabtes de mes de 16 a 21 h.$600 505 867$lacofradiarol@gmail.com$http://www.lacofradia.260mb.net/?i=1
153$Grup Colònies i Campaments Casp$C/ de Casp, 25 08010 Barcelona$Depèn de l'activitat$933 183 704$gcc.casp@fje.edu$https://sites.google.com/fje.edu/gccc/inici
154$Club Excursionista Gràcia$Passatge Mulet, 4 08006 Barcelona$Dissabte de 16.30 a 19 h$932 378 659$cegracia@cegracia.cat$http://www.cegracia.cat
155$Sida Studi$Carrer del Carme, 16 08001 Barcelona$Dilluns, dimecres i divendres de 10 h a 14 h. Dimarts i dijous de 10 h a 14 h i de 16 h a 20 h.$932 681 484$ss_admin@sidastudi.org$http://www.sidastudi.org
