ID Centro,Entidad,CIF,Código Centro,Email,Teléfono,Dirección,Municipio,Provincia,Código Postal,Web,Número de Cursos,Es CIFO,Para Discapacitados,Especialidades,Cursos
94846,"ANDROMINES EINES ASSOLIDES E.I.,S.L.",B64281371,0804370001,NSAU@ANDROMINES.NET,932740627,Carrer FRA JUNIPER SERRA,BARCELONA,BARCELONA,08030,www.andromines.net,0,N,N,"ADGD135PO - ADGD135PO - GESTIÓ DEL TEMPS;
ADGD149PO - ADGD149PO - Habilitats socials: comunicació, intel·ligència emocional i treball en equip;
ADGD178PO - ADGD178PO - MEDIACIÓ I RESOLUCIÓ DE CONFLICTES;
ADGD261PO - ADGD261PO - TÈCNIQUES PER A PARLAR EN PÚBLIC;
ADGD265PO - ADGD265PO - Treball en equip;
ADGG052PO - ADGG052PO - OFFICE: WORD, EXCEL, ACCESSI POWER POINT;
ADGG053PO - ADGG053PO - Ofimàtica;
COMT07 - COMT07 - Gestió bàsica del magatzem;
COMT10 - COMT10 - Tècniques de venda en el comerç;
CTRC0001 - CTRC0001 - Resolució de conflictes;
CTRI0001 - CTRI0001 - Igualtat i no discriminació en l'àmbit laboral;
CTRI0002 - CTRI0002 - Prevenció de l'assetjament sexual i per raó de sexe;
FCOI01 - FCOI01 - Alfabetització informàtica: Internet;
FCOI02 - FCOI02 - Alfabetització informàtica: informàtica i Internet;
FCOI15 - FCOI15 - Creació de continguts digitals. Nivell bàsic;
FCOI18 - FCOI18 - Comunicació i col·laboració amb eines digitals. Nivell bàsic;
FCOI24 - FCOI24 - Seguretat i civisme a l'entorn digital. Nivell bàsic;
FCOI25 - FCOI25 - Seguretat i civisme a l'entorn digital. Nivell intermedi;
FCOL002PO - FCOL002PO - ESPANYOL ELEMENTAL PER A ESTRANGERS;
FCOO01 - FCOO01 - Inserció laboral i tècniques de recerca de feina;
FCOO02 - FCOO02 - Sensibilització en la igualtat d'oportunitats;
FCOO03 - FCOO03 - Inserció laboral, sensibilització mediambiental i en la igualtat de gènere;
FCOO05 - FCOO05 - Tècniques de recerca de feina eficaç;
FCOO06 - FCOO06 - Establiment d'objectius professionals i pla d'acció;
FCOO07 - FCOO07 - Formació en Competències personals per a l'ocupació;
FCOO08 - FCOO08 - Creació i gestió de la Marca Personal i Xarxes Socials a la Recerca d'Ocupació;
FCOS02 - FCOS02 - Bàsic de prevenció de riscos laborals;
FCOV22 - FCOV22 - Comunicació en llengua castellana N2;
FCOV24 - FCOV24 - Comunicació en llengua catalana N2;
IFCD91 - IFCD91 - Realitat augmentada (AR), realitat virtual (VR) i realitat hibrida (MR) en entorns 4.0.;
IFCT45 - IFCT45 - Competències digitals bàsiques;
IFCT57 - IFCT57 - Reparació de mòbils;
IFCT87 - IFCT87 - Introducció a la programació i impressió 3D;
IFCT88 - IFCT88 - Munta i configura la teva pròpia impressora 3D;
IFCT89 - IFCT89 - Seguretat a internet i dispositius mòbils;
IFCT98 - IFCT98 - Fabricació additiva d'impressió 3D;
SEAG0003 - SEAG0003 - Economia circular: principis de la sostenibilitat;
SEAG04 - SEAG04 - Aprofitament de residus i ecodisseny per a desenvolupar models d'economia circular;
SEAG06 - SEAG06 - El residu plàstic de rebuig com a model de negoci en economia circular",
116099,"ANDROMINES EINES ASSOLIDES E.I.,S.L.",B64281371,0804370002,NSAU@ANDROMINES.NET,932740627,Carrer CUBA,BARCELONA,BARCELONA,08030,www.andromines.net,0,N,N,"ADGD265PO - ADGD265PO - Treball en equip;
ADGG052PO - ADGG052PO - OFFICE: WORD, EXCEL, ACCESSI POWER POINT;
FCOO02 - FCOO02 - Sensibilització en la igualtat d'oportunitats;
IFCT45 - IFCT45 - Competències digitals bàsiques",
97361,"APTIBUS, SL",B65471252,0804130005,aptibus@aptibus.com,932629014,Carrer A ZONA FRANCA,BARCELONA,BARCELONA,08040,aptibus.com,3,N,N,"FCOO03 - FCOO03 - Inserció laboral, sensibilització mediambiental i en la igualtat de gènere;
FCOO15 - FCOO15 - Aproximació a l'entorn laboral en un sector professional;
TMVI58 - TMVI58 - Programa de qualificació inicial accelerada amb sensibilització i educació viària, tacògraf digital i atenció i informació als viatgers (Viatgers);
TMVI64 - TMVI64 - Formació per a l' accés a les proves del permís de conducció classe D.","24/ATCC1/711/0188765/009 - Aproximació a l'entorn laboral en un sector professional (10h);
24/ATCC1/711/0188765/010 - Programa de qualificació inicial accelerada amb sensibilització i educació viària, tacògraf digital i atenció i informació als viatgers (Viatgers) (140h);
24/ATCC1/711/0188765/011 - Formació per a l' accés a les proves del permís de conducció classe D. (345h)"
96488,ASOC FACTORIA F5,G66938721,0804372002,NOELIA.TORRES@FACTORIAF5.ORG,931387100,Avinguda BOGATELL,BARCELONA,BARCELONA,08005,www.factoriaf5.org,0,N,N,"FCOI15 - FCOI15 - Creació de continguts digitals. Nivell bàsic;
FCOO03 - FCOO03 - Inserció laboral, sensibilització mediambiental i en la igualtat de gènere;
IFCD0010 - IFCD0010 - Pensament computacional i programació Web;
IFCD0021 - IFCD0021 - FullStack Júnior Web Developer amb JAVA;
IFCD0022 - IFCD0022 - FullStack Web Developer amb JAVASCRIPT;
IFCD0023 - IFCD0023 - FullStack Júnior Web Developer amb C#;
IFCD0025 - IFCD0025 - Fonaments de programació amb HTML, CSS i JAVASCRIP;
IFCD0041 - IFCD0041 - Gestió de projectes amb scrum;
IFCD0062 - IFCD0062 - Fonaments de programació en python;
IFCD0072 - IFCD0072 - Creació i manteniment de pàgines web. Bàsic;
IFCD010PO - IFCD010PO - INICIACIÓ A LA CREACIÓ DE PÀGINES WEB;
IFCD0113 - IFCD0113 - Bootcamp de programació web enfocada a la inclusió social;
IFCD0138 - IFCD0138 - Tècnic de serveis Cloud de Amazon web services;
IFCD017PO - IFCD017PO - DESENVOLUPAMENT D'APLICACIONS PER A INTERNET I DISPOSITIUS MÒBILS;
IFCD022PO - IFCD022PO - DESENVOLUPAMENT WEB PER A COMERÇ ELECTRÒNIC;
IFCD062PO - IFCD062PO - HTML5 I CSS3;
IFCD064PO - IFCD064PO - INICIACIÓ PROGRAMACIÓ JAVA;
IFCD065PO - IFCD065PO - JAVA AVANÇAT;
IFCD32 - IFCD32 - Programació en Python;
IFCD34 - IFCD34 - Interfícies i experiència d'usuari (UI i UX);
IFCM036PO - IFCM036PO - HTML 5 I CSS 3;
IFCT011PO - IFCT011PO - PROGRAMACIÓ EN.NET;
IFCT031PO - IFCT031PO - CREACIÓ, PROGRAMACIÓ I DISSENY DE PÀGINES WEB AMB HTML5 I CSS3;
IFCT080PO - IFCT080PO - PROGRAMACIÓ AMB PHP I MYSQL",
94908,ASOC FACTORIA F5,G66938721,0804372001,NOELIA.TORRES@FACTORIAF5.ORG,931387100,Carrer BRUC,BARCELONA,BARCELONA,08037,www.factoriaf5.org,0,N,N,"FCOO03 - FCOO03 - Inserció laboral, sensibilització mediambiental i en la igualtat de gènere;
IFCD010PO - IFCD010PO - INICIACIÓ A LA CREACIÓ DE PÀGINES WEB;
IFCD022PO - IFCD022PO - DESENVOLUPAMENT WEB PER A COMERÇ ELECTRÒNIC;
IFCD54 - IFCD54 - Back End de desenvolupament web;
IFCD59 - IFCD59 - Programació Web amb .Net;
IFCM036PO - IFCM036PO - HTML 5 I CSS 3;
IFCT011PO - IFCT011PO - PROGRAMACIÓ EN.NET;
IFCT031PO - IFCT031PO - CREACIÓ, PROGRAMACIÓ I DISSENY DE PÀGINES WEB AMB HTML5 I CSS3",
98928,ASOCIACIÓN DE FUNDAPICA,G42931089,0804464001,dannazenon@gmail.com,931843345,Carrer ROCAFORT,BARCELONA,BARCELONA,08015,,0,N,N,"ADGD0054 - ADGD0054 - Fundraising, captació de fons per a entitats socials;
ADGD089PO - ADGD089PO - EMPRENEDORIA: NOCIONS;
ADGD096PO - ADGD096PO - ESCOLTA ACTIVA, EMPATIA I ASSERTIVITAT;
ADGD10 - ADGD10 - Comunicació i treball en equip a l'hostaleria;
ADGD123PO - ADGD123PO - Gestió de les emocions;
ADGD128PO - ADGD128PO - GESTIÓ DE PROJECTES;
ADGD135PO - ADGD135PO - GESTIÓ DEL TEMPS;
ADGD149PO - ADGD149PO - Habilitats socials: comunicació, intel·ligència emocional i treball en equip;
ADGD151PO - ADGD151PO - HABILITATS SOCIALS DE COMUNICACIÓ I RESOLUCIÓ DE CONFLICTES AL CENTRE DE TREBALL;
ADGD152PO - ADGD152PO - PARLAR EN PÚBLIC. PRESENTACIONS EFICACES.;
ADGD167PO - ADGD167PO - Intel·ligència emocional en l'empresa i gestió de qualitats;
ADGD178PO - ADGD178PO - MEDIACIÓ I RESOLUCIÓ DE CONFLICTES;
ADGD261PO - ADGD261PO - TÈCNIQUES PER A PARLAR EN PÚBLIC;
ADGD265PO - ADGD265PO - Treball en equip;
ADGG026PO - ADGG026PO - FONAMENTS TIC;
ADGG040PO - ADGG040PO - Internet, xarxes socials i dispositius digitals;
ADGG052PO - ADGG052PO - OFFICE: WORD, EXCEL, ACCESSI POWER POINT;
ADGG053PO - ADGG053PO - Ofimàtica;
COMM002PO - COMM002PO - ATENCIÓ AL CLIENT I QUALITAT DE SERVEI;
COMM19 - COMM19 - Telemàrqueting;
CTRD0012 - CTRD0012 - L'ús de les xarxes socials per a la inserció sociolaboral;
FCOE01 - FCOE01 - Anglès elemental per al departament de pisos;
FCOE02 - FCOE02 - Atenció al client en anglès al servei de restauració;
FCOI14 - FCOI14 - Iniciació a la informàtica i Competències digitals bàsiques per a l'ocupació;
FCOI18 - FCOI18 - Comunicació i col·laboració amb eines digitals. Nivell bàsic;
FCOO01 - FCOO01 - Inserció laboral i tècniques de recerca de feina;
FCOO02 - FCOO02 - Sensibilització en la igualtat d'oportunitats;
FCOO03 - FCOO03 - Inserció laboral, sensibilització mediambiental i en la igualtat de gènere;
FCOS02 - FCOS02 - Bàsic de prevenció de riscos laborals;
FCOV36 - FCOV36 - Aprendre a aprendre;
HOTA005PO - HOTA005PO - RECEPCIÓ I ATENCIÓ AL CLIENT;
HOTA04 - HOTA04 - Servei de recepció, atenció al client, facturació i caixa;
HOTA11 - HOTA11 - Operacions de llenceria i bugaderia en pisos;
HOTR005PO - HOTR005PO - SERVEIS BÀSICS DE SALA EN RESTAURACIÓ;
HOTR37 - HOTR37 - Atenció al client a la restauració;
IFCT45 - IFCT45 - Competències digitals bàsiques;
IMPQ01 - IMPQ01 - Atenció i procediments bàsics en serveis de perruqueria;
SSCE21 - SSCE21 - Tutorització de la formació pràctica en centres de treball",
125713,ASOCIACIÓN EMPRESARIAL DE L'HOSPITALET Y BAIX LLOBREGAT - AEBALL,G59046193,0808008007,formacion@aeball.net,932060249,Avinguda DIAGONAL,BARCELONA,BARCELONA,08019,www.aeball.net,0,N,N,IFCD0041 - IFCD0041 - Gestió de projectes amb scrum,
124412,ASOCIACIÓN EMPRESARIAL DE L'HOSPITALET Y BAIX LLOBREGAT - AEBALL,G59046193,0808008003,formacion@aeball.net,933188058,Carrer ARAGO,BARCELONA,BARCELONA,08011,www.aeball.net,0,N,N,"COMM0019 - COMM0019 - Gestió de les xarxes socials en l'empresa;
CTRG0005 - CTRG0005 - Gestió del temps i productivitat;
CTRG0008 - CTRG0008 - Treball en equip;
CTRP0008 - CTRP0008 - Habilitats de comunicació;
SEAG0006 - SEAG0006 - Implantació de l'economia circular en l'organitzacions",
30951,ASOCIACIÓN ESPAÑOLA DE EMPRESAS DE MULTIMEDIA (ASEDEM),G59992354,0801794002,sedesocial@asedem.org,932980120,Rambla BADAL,BARCELONA,BARCELONA,08014,www.asedem.org,0,N,N,"ARGG0110 - ARGG0110 - Disseny de productes gràfics;
ARGN0110 - ARGN0110 - Desenvolupament de productes editorials multimèdia;
IFCD0110 - IFCD0110 - Confecció i publicació de pàgines web;
IFCD0210 - IFCD0210 - Desenvolupament d'aplicacions amb tecnologia web",
30949,ASOCIACION PARA LA REEDUCACION DE ADOLESCENTES I NIÑOS INADAPTADOS (A.R.A.N.I),G08704108,0800591004,info@escolasinai.com,934557771,Carrer Industria,BARCELONA,BARCELONA,08025,,0,N,N,"HOTR005PO - HOTR005PO - SERVEIS BÀSICS DE SALA EN RESTAURACIÓ;
HOTR0075 - HOTR0075 - Operacions auxiliars de restauració;
HOTR0076 - HOTR0076 - Activitats auxiliars de cuina;
HOTR0108 - HOTR0108 - OPERACIONS BÀSIQUES DE CUINA;
HOTR0408 - HOTR0408 - CUINA;
HOTR0508 - HOTR0508 - Serveis de bar i cafeteria",
30947,ASOCIACION PARA LA REEDUCACION DE ADOLESCENTES I NIÑOS INADAPTADOS (A.R.A.N.I),G08704108,0800591005,info@escolasinai.com,934366846,Carrer Padilla,BARCELONA,BARCELONA,08009,,0,N,N,"HOTR0053 - HOTR0053 - Elaboracions bàsiques per a pastisseria rebosteria;
HOTR005PO - HOTR005PO - SERVEIS BÀSICS DE SALA EN RESTAURACIÓ;
HOTR006PO - HOTR006PO - APLICACIÓ DE FONAMENTS BÀSICS EN CUINA;
HOTR0075 - HOTR0075 - Operacions auxiliars de restauració;
HOTR0076 - HOTR0076 - Activitats auxiliars de cuina;
HOTR0108 - HOTR0108 - OPERACIONS BÀSIQUES DE CUINA;
HOTR0408 - HOTR0408 - CUINA;
HOTR0508 - HOTR0508 - Serveis de bar i cafeteria;
HOTR26 - HOTR26 - Serveis bàsics de barres i sala a la restauració",
95198,ASS. CATALANA D'INTEGRACIÓ I DESENV. HUMÀ,G60531100,0802306003,serveiocupacio@acidh.org,932859977,Carrer RAMIS,BARCELONA,BARCELONA,08012,www.acidh.org,0,N,N,"COMT054PO - COMT054PO - HABILITATS SOCIALS D'ATENCIÓ Al CLIENT EN LA VENDA;
FCOO03 - FCOO03 - Inserció laboral, sensibilització mediambiental i en la igualtat de gènere",
30722,ASS. CATALANA D'INTEGRACIÓ I DESENV. HUMÀ,G60531100,0802306002,serveiocupacio@acidh.org,932859977,Carrer Siracusa,BARCELONA,BARCELONA,08012,www.acidh.org,0,N,N,FCOS02 - FCOS02 - Bàsic de prevenció de riscos laborals,
